t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error
83,0,11.008209,0.000000,0.000000,0,0,22.578006,1,4180424.5264,851777.2059,4726053.5640,4180424.0149,851778.2585,4726054.9273,8.0548
84,0,13.013343,0.000000,0.000000,0,0,22.577989,1,4180422.9188,851777.1345,4726052.6366,4180423.2848,851778.1098,4726055.5955,14.0903
85,0,8.649764,0.000000,0.000000,0,0,22.577980,1,4180422.7077,851778.0717,4726052.7502,4180422.5546,851777.9610,4726056.2636,9.3131
86,0,18.082641,0.000000,0.000000,0,0,22.577975,1,4180422.0280,851777.4947,4726050.9200,4180421.8245,851777.8122,4726056.9318,21.7001
87,0,20.258100,0.000000,0.000000,0,0,22.577974,1,4180423.6715,851777.9045,4726053.2105,4180421.0944,851777.6635,4726057.5999,16.3256
88,0,28.274480,0.000000,0.000000,0,0,22.577975,1,4180422.9502,851777.8526,4726057.4408,4180420.3642,851777.5147,4726058.2681,23.7973
89,0,12.501372,0.000000,0.000000,0,0,22.577978,1,4180420.2086,851777.3519,4726057.7495,4180419.6341,851777.3659,4726058.9362,10.1765
90,0,7.218165,0.000000,0.000000,0,0,22.577982,1,4180419.1225,851777.8011,4726057.6796,4180418.9040,851777.2172,4726059.6044,8.0835
91,0,11.258576,0.000000,0.000000,0,0,22.577986,1,4180417.0633,851776.5402,4726059.2125,4180418.1739,851777.0684,4726060.2725,9.8421
92,0,18.610655,0.000000,0.000000,0,0,22.577990,1,4180417.2107,851777.1442,4726062.1872,4180417.4437,851776.9196,4726060.9406,17.1428
93,0,7.512140,0.000000,0.000000,0,0,22.577994,1,4180415.9566,851777.8479,4726063.7922,4180416.7136,851776.7709,4726061.6088,8.8464
94,0,8.008493,0.000000,0.000000,0,0,22.577998,1,4180415.0840,851776.8856,4726065.5719,4180415.9835,851776.6221,4726062.2769,9.5893
95,0,13.687295,0.000000,0.000000,0,0,22.578000,1,4180413.7714,851776.4132,4726064.8138,4180415.2533,851776.4733,4726062.9451,10.4243
96,0,12.598984,0.000000,0.000000,0,0,22.578003,1,4180414.7306,851776.1926,4726064.7597,4180414.5232,851776.3246,4726063.6132,10.0711
97,0,1.781811,0.000000,0.000000,0,0,22.578005,1,4180413.7291,851775.8246,4726065.5202,4180413.7931,851776.1758,4726064.2814,1.9039
98,0,10.675025,0.000000,0.000000,0,0,22.578006,1,4180411.4330,851774.6341,4726066.8159,4180413.0629,851776.0270,4726064.9495,11.5047
