counter,mode,seed,alpha,beta,residual_mean,residual_std
hpmcounter3,replay,test_seed_2,0.286303933010446,-0.0013612205790094836,-8.54604665003557e-17,0.06847992415068267
hpmcounter3,replay,test_seed_20,0.8085527699469167,9.947282278662498e-05,-2.4264668167065275e-16,0.05948042114933536
hpmcounter3,replay,test_seed_3,-0.030055938934404027,0.0014231652867191518,6.953200901647243e-17,0.017583711522364313
hpmcounter3,replay,test_seed_4,0.3361136856566646,-0.0022053170973766775,-2.258598043223686e-16,0.05859874625888961
hpmcounter3,replay,test_seed_5,0.6142024206964237,-1.6431740812624345e-05,-1.2971677950946847e-16,0.080693058507009
hpmcounter3,replay,test_seed_6,0.7216390049092549,0.0012763576030121462,1.251385402326637e-16,0.07832648957737598
hpmcounter3,replay,test_seed_7,0.7216390049092549,0.0012763576030121462,1.251385402326637e-16,0.07832648957737598
hpmcounter3,replay,test_seed_8,0.7216390049092549,0.0012763576030121462,1.251385402326637e-16,0.07832648957737598
hpmcounter3,replay,test_seed_9,0.7216390049092549,0.0012763576030121462,1.251385402326637e-16,0.07832648957737598
hpmcounter4,normal,test_seed_1,0.48879900018063815,-0.00011162632874590194,-1.6977637318151018e-16,0.007988663574109703
hpmcounter4,normal,test_seed_10,-0.03624066613381321,-0.00016678854612132648,-4.375556808821225e-18,0.0036326559358734376
hpmcounter4,normal,test_seed_11,1.3580038164053876,-0.00022146401727240496,-3.235289088942037e-16,0.017014057168569838
hpmcounter4,normal,test_seed_12,0.47132906273583647,-0.00023239940440496307,-1.19034221196924e-16,0.002364226898355274
hpmcounter4,normal,test_seed_13,-0.13860912787354412,-0.000325603883027611,-1.526079758934923e-18,0.0032734550422584973
hpmcounter4,normal,test_seed_14,-0.10016537684017426,8.26443105242833e-05,1.774067719761848e-17,0.00999915429033817
hpmcounter4,normal,test_seed_15,0.5717815496303712,0.00017370116283145333,8.202678704275212e-17,0.006011863826843381
hpmcounter4,normal,test_seed_16,-0.08505734830021452,-3.8890379403300554e-05,-9.824138448143568e-18,0.006053695025455892
hpmcounter4,normal,test_seed_17,-0.12140328649347713,-5.8450349161629444e-05,-2.0792836715488327e-17,0.005437940087260721
hpmcounter4,normal,test_seed_18,-0.01974312801881041,-0.00017897693682192729,-9.728758463210134e-18,0.004375506946033207
hpmcounter4,normal,test_seed_19,-0.15186599315014337,-0.00043116120843267726,5.1505191864053656e-18,0.0028564446684043576
hpmcounter4,normal,test_seed_2,0.5358034792019702,-0.000309379523410819,-2.8613995480029806e-18,0.0038445502669990144
hpmcounter4,normal,test_seed_20,-0.13037368493344367,-0.0006114607588268194,-4.2062573355643816e-17,0.004252721288849511
hpmcounter4,normal,test_seed_3,1.1792088530811158,-0.00011960722323164985,-5.547299923728445e-16,0.005560415881505573
hpmcounter4,normal,test_seed_4,-0.12411090028531263,-0.0002595653778982945,-4.93114522105847e-17,0.004513595713239711
hpmcounter4,normal,test_seed_5,-0.09692373082456009,0.0028477286462901532,2.7645888632955466e-16,0.0038377198246416855
hpmcounter4,normal,test_seed_6,-3.9222516702865327,0.0001780723275523509,-2.899551541976354e-17,0.007146914477915897
hpmcounter4,normal,test_seed_7,0.5585002417096485,-4.692073208681223e-05,-3.6625914214438153e-17,0.007957979813804989
hpmcounter4,normal,test_seed_8,-0.11493284349030004,7.201862964585728e-07,3.920117380764084e-17,0.0052079255135448164
hpmcounter4,normal,test_seed_9,-0.12174824631470851,-0.00017057196464797123,-3.2429194877367116e-18,0.006362073065819048
